title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city,description_word_count,title_word_count,num_amenities,amenity_sports_recreation,amenity_water_supply,amenity_library,amenity_mosque,amenity_office,amenity_electricity,amenity_basement,amenity_fireplace,amenity_pool,amenity_restaurant,amenity_balcony,amenity_maintenance,amenity_security,amenity_parking,amenity_reception,amenity_air_conditioning,amenity_school,amenity_kitchen,amenity_pets,kw_offer,kw_plan,kw_tourism,kw_commercial,kw_complex,kw_furnished,kw_building,kw_city,kw_floor,kw_hall,kw_kitchen,kw_located,kw_negotiable,kw_payment,kw_residential,kw_sale,kw_tower,kw_village,rooms_total,is_large_property,city_LE,total_rooms,area_per_room,bed_bath_ratio,is_family_sized,is_studio_flag,has_view,is_furnished,is_renovated,unique_word_count,avg_word_len
New House For Sale,5.0,3.0,1614,"7 Nisan, Erbil",https://homele.com/properties/new-house-for-sale-79110,"House For Sale, located in Erbil, 7 Nisan, with an area of 150m, the price is $165,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2","['parking', 'balcony']",House,165000,IRAQ,"['Balcony', 'Parking Spaces']",house sale located erbil 7 nisan area 150m price 165 000 consists 5 bedroom 1 kitchen 1 living room 2 hall 3 bathroom floor number 2,new house sale,Erbil,39,4,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0,2,8.0,201.75,1.25,1,0,0,0,0,24,4.115384615384615
Modern Apartment in Alaska Towers,1.0,1.0,1184,"Alaska Towers, Erbil",https://homele.com/properties/modern-apartment-in-alaska-towers-74719,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 110m, the price is $84,700. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 10","['parking', 'security', 'balcony']",Apartment,84700,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 110m price 84 700 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 10,modern apartment alaska tower,Erbil,35,5,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,592.0,0.5,0,1,0,0,0,20,4.565217391304348
Apartment in Cash,3.0,2.0,1463,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/apartment-in-cash-79704,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 136m, the price is $108,800. - Building B22 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 9","['parking', 'security', 'electricity', 'balcony']",Apartment,108800,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",apartment sale located sulaymaniyah qaiwan height area 136m price 108 800 building b22 consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 9,apartment cash,Sulaymaniyah,38,3,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0,8,5.0,292.6,1.0,1,0,0,0,0,24,4.96
Modern 3-Bedroom Apartment in High-Rise Building,3.0,2.0,2400,"London Towers, Erbil",https://homele.com/properties/modern-3-bedroom-apartment-in-high-rise-building-79672,"Apartment For Sale, located in Erbil, London Towers, with an area of 223m, the price is $220,770 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 22","['parking', 'security', 'electricity', 'balcony']",Apartment,220770,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil london tower area 223m price 220 770 negotiable consists 3 bedroom 1 kitchen 1 living room 2 bathroom floor number 22,modern 3 bedroom apartment high rise building,Erbil,37,6,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1,2,5.0,480.0,1.0,1,0,0,0,0,24,4.88
Apartment in Installment,1.0,1.0,1184,"Alaska Towers, Erbil",https://homele.com/properties/apartment-in-installment-74997,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 110m, the price is $84,700. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 10","['parking', 'security', 'electricity', 'balcony']",Apartment,84700,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",apartment sale located erbil alaska tower area 110m price 84 700 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 10,apartment installment,Erbil,35,3,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,592.0,0.5,0,1,0,0,0,20,4.565217391304348
Quick Sale,3.0,2.0,1582,"Deru City 1, Sulaymaniyah",https://homele.com/properties/quick-sale-79696,"Apartment For Sale, located in Sulaymaniyah, Deru City 1, with an area of 147m, the price is $69,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 2","['parking', 'air_conditioning', 'security', 'balcony']",Apartment,69000,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Security Staff', 'Sewerage System']",apartment sale located sulaymaniyah deru city 1 area 147m price 69 000 consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 2,quick sale,Sulaymaniyah,36,2,54,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0,8,5.0,316.4,1.0,1,0,0,0,0,21,4.541666666666667
Spacious Apartment in Rami Towers,1.0,2.0,1130,"Rami Towers, Erbil",https://homele.com/properties/spacious-apartment-in-rami-towers-78000,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 105m, the price is $78,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 20",[],Apartment,78000,IRAQ,[],apartment sale located erbil ramus tower area 105m price 78 000 consists 1 bedroom 1 kitchen 1 living room 2 bathroom floor number 20,spacious apartment ramus tower,Erbil,36,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0,2,3.0,376.6666666666667,0.3333333333333333,0,1,0,0,0,22,4.583333333333333
Spacious 3-Bedroom Apartment in Cavalli Tower,3.0,3.0,2012,"Cavalli Tower, Erbil",https://homele.com/properties/spacious-3-bedroom-apartment-in-cavalli-tower-76532,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 187m, the price is $205,700. - The inside images are images of the finished example Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - 1 Servant Room - Floor number: 7","['pool', 'parking', 'air_conditioning', 'security', 'sports_recreation']",Apartment,205700,IRAQ,"['Parking Spaces', 'Swimming Pool', 'Sauna', 'Central Air-Conditioner', 'Double Glazed Windows', 'CCTV Security']",apartment sale located erbil cavalli tower area 187m price 205 700 inside image image finished example consists 2 bedroom 1 kitchen 1 living room 3 bathroom 1 servant room floor number 7,spacious 3 bedroom apartment cavalli tower,Erbil,50,6,72,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1,2,6.0,335.3333333333333,0.75,1,0,0,0,0,28,4.84375
English Village View,3.0,2.0,2368,"Roya Tower, Erbil",https://homele.com/properties/english-village-view-27956,"Furnished Apartment For Sale, located in Erbil, Roya Tower, with an area of 220m, the price is $147,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 15","['parking', 'security', 'balcony']",Apartment,147000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",furnished apartment sale located erbil roya tower area 220m price 147 000 negotiable consists 3 bedroom 1 kitchen 1 living room 1 hall 2 bathroom floor number 15,english village view,Erbil,41,3,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1,2,5.0,473.6,1.0,1,0,0,1,0,26,4.785714285714286
Plot on 15m and 30m road for sale,3.0,2.0,1614,"Baghlumnara, Erbil",https://homele.com/properties/plot-on-15m-and-30m-road-for-sale-79697,"Residential Plot For Sale, located in Erbil, Baghlumnara, section (1800), with an area of 150m, the price is $44,000. -Has Housing Permit",[],Residential Plot,44000,IRAQ,[],residential plot sale located erbil baghlumnara section 1800 area 150m price 44 000 housing permit,plot 15m 30m road sale,Erbil,22,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0,2,5.0,322.8,1.0,1,0,0,0,0,15,5.6
Luxurious Apartment with Panoramic Views,3.0,2.0,2206,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/luxurious-apartment-with-panoramic-views-73179,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 205m, the price is $160,000. - Building D9, 13th floor, Apt.3 Payment Plan: - Down Payment $80,000 - Handover the key $80,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'security', 'electricity', 'balcony']",Apartment,160000,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",apartment sale located sulaymaniyah slemani height area 205m price 160 000 building d9 13th floor apt 3 payment plan payment 80 000 handover key 80 000 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,luxurious apartment panoramic view,Sulaymaniyah,48,5,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1,8,5.0,441.2,1.0,1,0,0,0,0,29,4.685714285714286
Cozy Apartment in Rami Towers,1.0,1.0,1130,"Rami Towers, Erbil",https://homele.com/properties/cozy-apartment-in-rami-towers-74590,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 105m, the price is $82,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 13",[],Apartment,82000,IRAQ,[],apartment sale located erbil ramus tower area 105m price 82 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 13,cozy apartment ramus tower,Erbil,35,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,565.0,0.5,0,1,0,0,0,20,4.521739130434782
Modern Apartment in Rami Towers,2.0,2.0,1829,"Rami Towers, Erbil",https://homele.com/properties/modern-apartment-in-rami-towers-79688,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 170m, the price is $117,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 14","['parking', 'security', 'electricity', 'balcony']",Apartment,117500,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil ramus tower area 170m price 117 500 negotiable consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 14,modern apartment ramus tower,Erbil,36,5,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,457.25,0.6666666666666666,0,0,0,0,0,22,4.791666666666667
One Floor House,3.0,1.0,1883,"Sarkarez, Sulaymaniyah",https://homele.com/properties/one-floor-house-79682,"House For Sale, located in Sulaymaniyah, Sarkarez, with an area of 175m, the price is $72,500. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom",[],House,72500,IRAQ,[],house sale located sulaymaniyah sarkarez area 175m price 72 500 consists 3 bedroom 1 kitchen 1 hall 1 bathroom,one floor house,Sulaymaniyah,30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0,8,4.0,470.75,1.5,1,0,0,0,0,17,4.842105263157895
Modern Apartment with Gullan Views,3.0,3.0,1851,"Cavalli Tower, Erbil",https://homele.com/properties/modern-apartment-with-gullan-views-79681,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 172m, the price is $165,000. - Gullan View Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 10",[],Apartment,165000,IRAQ,[],apartment sale located erbil cavalli tower area 172m price 165 000 gullan view consists 3 bedroom 1 kitchen 1 hall 3 bathroom floor number 10,modern apartment gullan view,Erbil,38,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0,2,6.0,308.5,0.75,1,0,1,0,0,23,4.68
House (150m²),2.0,1.0,1614,"Kareza Wshk, Sulaymaniyah",https://homele.com/properties/house-150m2-79683,"House For Sale, located in Sulaymaniyah, Kareza Wshk, with an area of 150m, the price is $87,500. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom",['parking'],House,87500,IRAQ,"['Parking Spaces', 'Duct', 'Modern Ceiling']",house sale located sulaymaniyah kareza wshk area 150m price 87 500 consists 2 bedroom 1 kitchen 1 living room 1 hall 1 bathroom,house 150m,Sulaymaniyah,35,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0,8,3.0,538.0,1.0,0,0,0,0,0,20,4.565217391304348
"Residential Plot For Sale, Baghlumnara section (11000)",3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-for-sale-baghlumnara-section-11000-79680,"Residential Plot For Sale, located in Erbil, Baghlumnara section (11000), with an area of 300m, the price is $45,000. - Has Housing Permit",[],Residential Plot,45000,IRAQ,[],residential plot sale located erbil baghlumnara section 11000 area 300m price 45 000 housing permit,residential plot sale baghlumnara section 11000,Erbil,23,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1,2,5.0,645.8,1.0,1,0,0,0,0,15,5.666666666666667
Spacious apartment in Rami Towers,4.0,3.0,3552,"Rami Towers, Erbil",https://homele.com/properties/spacious-apartment-in-rami-towers-79598,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 330m, the price is $310,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 19","['parking', 'air_conditioning', 'security', 'electricity', 'balcony']",Apartment,310000,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'CCTV Security', 'Security Staff', '24hr Electricity']",apartment sale located erbil ramus tower area 330m price 310 000 consists 4 bedroom 1 kitchen 1 living room 3 bathroom floor number 19,spacious apartment ramus tower,Erbil,36,5,69,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1,2,7.0,507.42857142857144,1.0,1,0,0,0,0,23,4.625
Furnished Apartment For Sale,2.0,2.0,1722,"MRF Quattro Towers, Erbil",https://homele.com/properties/furnished-apartment-for-sale-79668,"Furnished Apartment For Sale, located in Erbil, MRF Quattro Towers, with an area of 160m, the price is $122,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 9",[],Apartment,122500,IRAQ,[],furnished apartment sale located erbil mrf quattro tower area 160m price 122 500 negotiable consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 9,furnished apartment sale,Erbil,38,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,430.5,0.6666666666666666,0,0,0,1,0,24,4.923076923076923
Two Floor House,3.0,2.0,1076,"Hawlery Nwe, Erbil",https://homele.com/properties/two-floor-house-79677,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 100m, the price is $96,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],House,96000,IRAQ,[],house sale located erbil hawlery nwe area 100m price 96 000 negotiable consists 3 bedroom 1 kitchen 1 hall 2 bathroom,two floor house,Erbil,32,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0,2,5.0,215.2,1.0,1,0,0,0,0,20,4.619047619047619
Luxurious Apartment in Emperor Hills complex,3.0,3.0,1840,"Emperor Hills Complex, Baghdad",https://homele.com/properties/luxurious-apartment-in-emperor-hills-complex-73929,"University Teachers Offers: * The Down Payment has been increased to 16,672,500 IQD (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 171m, the price is IQD 333,450,000. - Building C6 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 9","['parking', 'security', 'balcony']",Apartment,235156,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 16 672 500 iqd 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 171m price iqd 333 450 000 building c6 consists 3 bedroom 1 kitchen 1 hall 3 bathroom floor number 9,luxurious apartment emperor hill complex,Baghdad,64,6,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0,0,6.0,306.6666666666667,0.75,1,0,0,0,0,39,4.9772727272727275
Furnished Studio Apartment,3.0,1.0,678,"Empire Wings, Erbil",https://homele.com/properties/furnished-studio-apartment-79676,"Furnished Apartment For Sale, located in Erbil, Empire Wings, with an area of 63m, the price is $72,500 (Negotiable). Consists of: - Studio - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 17","['parking', 'security', 'sports_recreation', 'electricity', 'balcony']",Apartment,72500,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Playground']",furnished apartment sale located erbil empire wing area 63m price 72 500 negotiable consists studio 1 kitchen 1 hall 1 bathroom floor number 17,furnished studio apartment,Erbil,36,3,70,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0,2,4.0,169.5,1.5,1,0,0,1,0,22,5.0
House Opposite Garden,3.0,2.0,1184,"Shorsh, Erbil",https://homele.com/properties/house-opposite-garden-79670,"House For Sale, located in Erbil, Shorsh, with an area of 110m, the price is $117,500. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],House,117500,IRAQ,[],house sale located erbil shorsh area 110m price 117 500 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,house opposite garden,Erbil,30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0,2,5.0,236.8,1.0,1,0,0,0,0,18,4.421052631578948
Commercial House (220m²),3.0,2.0,2368,"Old Bakhtyari, Sulaymaniyah",https://homele.com/properties/commercial-house-220m2-79667,"Commercial House For Sale, located in Sulaymaniyah, Old Bakhtyari, with an area of 220m, the price is $700,000 (Negotiable).",[],Commercial House,130000,IRAQ,[],commercial house sale located sulaymaniyah old bakhtyari area 220m price 700 000 negotiable,commercial house 220m,Sulaymaniyah,19,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1,8,5.0,473.6,1.0,1,0,0,0,0,13,6.076923076923077
Spacious Apartment in Alaska Towers,2.0,2.0,1797,"Alaska Towers, Erbil",https://homele.com/properties/spacious-apartment-in-alaska-towers-74597,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 167m, the price is $128,860. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 9","['parking', 'security', 'balcony']",Apartment,128860,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 167m price 128 860 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 9,spacious apartment alaska tower,Erbil,35,5,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,449.25,0.6666666666666666,0,0,0,0,0,21,4.565217391304348
Spacious House in Kurdistan City,4.0,2.0,2152,"Kurdistan City, Erbil",https://homele.com/properties/spacious-house-in-kurdistan-city-76679,"House For Sale, located in Erbil, Kurdistan City, with an area of 200m, the price is $112,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['parking', 'security', 'electricity', 'balcony']",House,112000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",house sale located erbil kurdistan city area 200m price 112 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,spacious house kurdistan city,Erbil,35,5,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1,2,6.0,358.6666666666667,1.3333333333333333,1,0,0,0,0,21,4.434782608695652
Modern 310m² Apartment for Sale,6.0,3.0,3336,"Park View, Erbil",https://homele.com/properties/modern-310m2-apartment-for-sale-79641,"Apartment For Sale, located in Erbil, Park View, with an area of 310m, the price is $310,000 (Negotiable). Consists of: - 6 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 9",[],Apartment,310000,IRAQ,[],apartment sale located erbil park view area 310m price 310 000 negotiable consists 6 bedroom 1 kitchen 1 living room 1 hall 3 bathroom floor number 9,modern 310m apartment sale,Erbil,40,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,1,2,9.0,370.6666666666667,1.5,1,0,1,0,0,25,4.555555555555555
New Furnished House For Sale,4.0,2.0,1722,"Avas Village, Shaqlawa",https://homele.com/properties/new-furnished-house-for-sale-79666,"Furnished House For Sale, located in Shaqlawa, Avas Village, with an area of 160m, the price is $80,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2","['parking', 'water_supply', 'electricity', 'balcony']",House,80000,IRAQ,"['Balcony', 'Parking Spaces', '24hr Electricity', 'Green Area', '24hr Water']",furnished house sale located shaqlawa avas village area 160m price 80 000 consists 4 bedroom 1 kitchen 1 living room 2 hall 2 bathroom floor number 2,new furnished house sale,Shaqlawa,40,5,53,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0,7,6.0,287.0,1.3333333333333333,1,0,0,1,0,24,4.555555555555555
Apartment in Installment,1.0,1.0,1065,"Cavalli Tower, Erbil",https://homele.com/properties/apartment-in-installment-80209,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 99m, the price is $111,870. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 29","['parking', 'kitchen', 'air_conditioning', 'security', 'balcony']",Apartment,111870,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'CCTV Security', 'Security Staff', 'Furnished Kitchen']",apartment sale located erbil cavalli tower area 99m price 111 870 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 29,apartment installment,Erbil,35,3,65,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,532.5,0.5,0,1,0,0,0,20,4.608695652173913
